SYMBOL,COMPANY,NAME OF THE ACQUIRER/DISPOSER,CATEGORY OF PERSON,% SHAREHOLDING (PRIOR),NO. OF SECURITIES (ACQUIRED/DISPLOSED),VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TYPE OF SECURITY (POST),NO. OF SECURITY (POST),MODE OF ACQUISITION
INDUSINDBK,Indusind Bank Limited,J SRIDHARAN,Employees/Designated Employees,0.0,6500.0,9587500.0,Sell,Equity Shares,27500,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.01,2000.0,3002100.0,Sell,Equity Shares,41600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.01,2000.0,3029500.0,Sell,Equity Shares,36600,Market Sale
INDUSINDBK,Indusind Bank Limited,ASHISH A MALAVIYA,Employees/Designated Employees,0.0,959.0,1467270.0,Sell,Equity Shares,27041,Market Sale
INDUSINDBK,Indusind Bank Limited,SANDHYA DHAWAN,Employees/Designated Employees,0.0,250.0,375000.0,Sell,Equity Shares,14860,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,1000.0,1510000.0,Sell,Equity Shares,24000,Market Sale
INDUSINDBK,Indusind Bank Limited,Praveen Regonda,-,0.0,180.0,266526.0,Sell,Equity Shares,416,Market Sale
INDUSINDBK,Indusind Bank Limited,Praveen Regonda,-,0.0,200.0,286186.0,Sell,Equity Shares,596,Market Sale
INDUSINDBK,Indusind Bank Limited,Akasam Mohan Rao,-,0.0,300.0,471600.0,Sell,Equity Shares,158,Market Sale
INDUSINDBK,Indusind Bank Limited,Akasam Mohan Rao,-,0.0,1000.0,1562852.0,Sell,Equity Shares,458,Market Sale
INDUSINDBK,Indusind Bank Limited,Akasam Mohan Rao,-,0.0,100.0,137464.0,Sell,Equity Shares,1458,Market Sale
INDUSINDBK,Indusind Bank Limited,Akasam Mohan Rao,-,0.0,200.0,268200.0,Sell,Equity Shares,1558,Market Sale
INDUSINDBK,Indusind Bank Limited,SUBHENDU GHORAMI,-,0.0,1044.0,1638280.0,Sell,Equity Shares,Nil,Market Sale
INDUSINDBK,Indusind Bank Limited,Akasam Mohan Rao,-,0.0,350.0,461540.0,Sell,Equity Shares,1758,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,50.0,73000.0,Sell,Equity Shares,20300,Market Sale
INDUSINDBK,Indusind Bank Limited,B CHANDRA MOHAN,Employees/Designated Employees,0.01,500.0,756750.0,Sell,Equity Shares,37150,Market Sale
INDUSINDBK,Indusind Bank Limited,AMREESH KHER,Employees/Designated Employees,0.0,500.0,725000.0,Sell,Equity Shares,19455,Market Sale
INDUSINDBK,Indusind Bank Limited,AMREESH KHER,Employees/Designated Employees,0.0,1000.0,1487000.0,Sell,Equity Shares,18455,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,1000.0,1565700.0,Sell,Equity Shares,22000,Market Sale
INDUSINDBK,Indusind Bank Limited,Praveen Regonda,-,0.0,200.0,293882.0,Sell,Equity Shares,216,Market Sale
INDUSINDBK,Indusind Bank Limited,AMREESH KHER,Employees/Designated Employees,0.0,1000.0,1463000.0,Sell,Equity Shares,17455,Market Sale
INDUSINDBK,Indusind Bank Limited,ROMESH SOBTI,Key Managerial Personnel,0.12,100000.0,153843000.0,Sell,Equity Shares,725000,Market Sale
INDUSINDBK,Indusind Bank Limited,P S SRINIASU,-,0.0,500.0,787500.0,Sell,Equity Shares,2266,Market Sale
INDUSINDBK,Indusind Bank Limited,P S SRINIASU,-,0.0,340.0,493200.0,Sell,Equity Shares,2766,Market Sale
INDUSINDBK,Indusind Bank Limited,Murali MRM,-,0.0,2300.0,3590694.0,Sell,Equity Shares,1193,Market Sale
INDUSINDBK,Indusind Bank Limited,A Gopi Krishna,-,0.0,2191.0,3407881.0,Sell,Equity Shares,3000,Market Sale
INDUSINDBK,Indusind Bank Limited,P S SRINIVASU,-,0.0,500.0,781000.0,Sell,Equity Shares,1766,Market Sale
INDUSINDBK,Indusind Bank Limited,ANAND AYYAGARI,-,0.0,4059.0,6257980.0,Sell,Equity Shares,8307,Market Sale
INDUSINDBK,Indusind Bank Limited,P S SRINIVASU,-,0.0,1000.0,1531000.0,Sell,Equity Shares,766,Market Sale
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,500.0,752500.0,Sell,Equity Shares,10725,Market Sale
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,410.0,613778.0,Sell,Equity Shares,10315,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,1000.0,1535000.0,Sell,Equity Shares,21000,Market Sale
INDUSINDBK,Indusind Bank Limited,ARUN KHURANA,Employees/Designated Employees,0.03,1922.0,2784978.0,Sell,Equity Shares,220000,Market Sale
INDUSINDBK,Indusind Bank Limited,V.GOVINDARAJAN,Employees/Designated Employees,0.0,1700.0,1614660.0,Buy,Equity Shares,10470,ESOP
INDUSINDBK,Indusind Bank Limited,SUMANT KATHPALIA,Employees/Designated Employees,0.08,25000.0,39477250.0,Sell,Equity Shares,558818,Market Sale
INDUSINDBK,Indusind Bank Limited,Praveen Regonda,-,0.0,190.0,285986.0,Sell,Equity Shares,26,Market Sale
INDUSINDBK,Indusind Bank Limited,B CHANDRA MOHAN,Employees/Designated Employees,0.01,2000.0,3111900.0,Sell,Equity Shares,35150,Market Sale
INDUSINDBK,Indusind Bank Limited,KURDULA VIJAY KUMAR,-,0.0,1911.0,3000270.0,Sell,Equity Shares,Nil,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,150.0,216188.0,Sell,Equity Shares,20450,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,150.0,214350.0,Sell,Equity Shares,20600,Market Sale
INDUSINDBK,Indusind Bank Limited,GAURAV KAPUR,Employees/Designated Employees,0.0,200.0,303180.0,Pledge Revoke,Equity Shares,1615,Revokation of Pledge
INDUSINDBK,Indusind Bank Limited,Praveen Regonda,-,0.0,26.0,39403.0,Sell,Equity Shares,Nil,Market Sale
INDUSINDBK,Indusind Bank Limited,GAURAV KAPUR,Employees/Designated Employees,0.0,200.0,291386.0,Pledge Revoke,Equity Shares,1815,Revokation of Pledge
INDUSINDBK,Indusind Bank Limited,GAURAV KAPUR,Employees/Designated Employees,0.0,250.0,312650.0,Pledge,Equity Shares,1815,Pledge Creation
INDUSINDBK,Indusind Bank Limited,SANDHYA DHAWAN,Employees/Designated Employees,0.0,250.0,366750.0,Sell,Equity Shares,15360,Market Sale
INDUSINDBK,Indusind Bank Limited,SANDHYA DHAWAN,Employees/Designated Employees,0.0,150.0,217500.0,Sell,Equity Shares,15610,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,200.0,302500.0,Sell,Equity Shares,20000,Market Sale
INDUSINDBK,Indusind Bank Limited,SANDHYA DHAWAN,Employees/Designated Employees,0.0,350.0,501200.0,Sell,Equity Shares,15760,Market Sale
INDUSINDBK,Indusind Bank Limited,ASHISH A MALAVIYA,Employees/Designated Employees,0.0,2000.0,3029200.0,Sell,Equity Shares,28000,Market Sale
INDUSINDBK,Indusind Bank Limited,PARTHASARATHY S V,Employees/Designated Employees,0.01,10000.0,15076500.0,Sell,Equity Shares,35000,Market Sale
INDUSINDBK,Indusind Bank Limited,U L SRIKANTH,-,0.0,160.0,245600.0,Sell,Equity Shares,9,Market Sale
INDUSINDBK,Indusind Bank Limited,GAURAV KAPUR,Employees/Designated Employees,0.0,200.0,291386.0,Sell,Equity Shares,1615,Market Sale
INDUSINDBK,Indusind Bank Limited,K Guru Saran,-,0.0,1000.0,1512500.0,Sell,Equity Shares,3400,Market Sale
INDUSINDBK,Indusind Bank Limited,Murali MRM,-,0.0,2000.0,3096750.0,Sell,Equity Shares,3493,Market Sale
INDUSINDBK,Indusind Bank Limited,K Guru Saran,-,0.0,500.0,765000.0,Sell,Equity Shares,2900,Market Sale
INDUSINDBK,Indusind Bank Limited,K Guru Saran,-,0.0,1457.0,2252127.0,Sell,Equity Shares,1443,Market Sale
INDUSINDBK,Indusind Bank Limited,SUBHENDU GHORAMI,-,0.0,300.0,452081.0,Sell,Equity Shares,1364,Market Sale
INDUSINDBK,Indusind Bank Limited,Rijo John,-,0.0,1800.0,2820696.0,Sell,Equity Shares,117,Market Sale
INDUSINDBK,Indusind Bank Limited,Kanchan Pandhre,-,0.0,3000.0,4651984.0,Sell,Equity Shares,28295,Market Sale
INDUSINDBK,Indusind Bank Limited,SUBHENDU GHORAMI,-,0.0,320.0,488396.0,Sell,Equity Shares,1044,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,1000.0,1537500.0,Sell,Equity Shares,33600,Market Sale
INDUSINDBK,Indusind Bank Limited,K Guru Saran,-,0.0,300.0,442200.0,Sell,Equity Shares,4400,Market Sale
INDUSINDBK,Indusind Bank Limited,Gopal Chilakamarri,-,0.0,2000.0,3020000.0,Sell,Equity Shares,1835,Market Sale
INDUSINDBK,Indusind Bank Limited,K Praneeth Kumar,-,0.0,1270.0,1918340.0,Sell,Equity Shares,Nil,Market Sale
INDUSINDBK,Indusind Bank Limited,U L SRIKANTH,-,0.0,200.0,306644.0,Sell,Equity Shares,169,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,1000.0,1550000.0,Sell,Equity Shares,23000,Market Sale
INFIBEAM,Infibeam Avenues Limited,Infinium Auto Mall Private Limited,Promoter Group,1.59,1700000.0,85733364.0,Sell,Equity Shares,8855900,Market Sale
INFIBEAM,Infibeam Avenues Limited,Malav A. Mehta,Promoters,2.57,2500000.0,101536378.83,Sell,Equity Shares,14524200,Market Sale
INFIBEAM,Infibeam Avenues Limited,O3 Developers Private Limited,Promoter Group,1.06,2000000.0,101550000.0,Pledge Revoke,Equity Shares,7040024,Revokation of Pledge
INFIBEAM,Infibeam Avenues Limited,Infinium Auto Mall Private Limited,Promoter Group,1.74,1000000.0,51077815.0,Sell,Equity Shares,10555900,Market Sale
INFIBEAM,Infibeam Avenues Limited,Malav A. Mehta,Promoters,2.19,1000000.0,50774289.0,Sell,Equity Shares,13524200,Market Sale
INFIBEAM,Infibeam Avenues Limited,Sunil N. Bhagat,Employees/Designated Employees,0.01,25000.0,25000.0,Buy,Equity Shares,60000,ESOP
INFIBEAM,Infibeam Avenues Limited,Yogeshkumar P Sutariya,Employees/Designated Employees,0.0,182000.0,182000.0,Buy,Equity Shares,182000,ESOP
INFIBEAM,Infibeam Avenues Limited,Shyamal B. Trivedi,Key Managerial Personnel,0.0,25000.0,25000.0,Buy,Equity Shares,50340,ESOP
INFIBEAM,Infibeam Avenues Limited,Infinity Drive Private Limited,Promoter Group,0.6,3600000.0,144970779.0,Sell,Equity Shares,407440,Market Sale
INFIBEAM,Infibeam Avenues Limited,Infinium Motors Private Limited,Promoter Group,8.0,17500000.0,719250000.0,Pledge Revoke,Equity Shares,53047220,Revokation of Pledge
INFIBEAM,Infibeam Avenues Limited,Infinium Communication Private Limited,Promoter Group,1.36,8500000.0,378319199.65,Sell,Equity Shares,507880,Market Sale
INFIBEAM,Infibeam Avenues Limited,Malav Mehta,Promoters,2.57,10000000.0,423000000.0,Pledge Revoke,Equity Shares,17024200,Revokation of Pledge
INFIBEAM,Infibeam Avenues Limited,Infinium Motors Private Limited,Promoter Group,8.0,5000000.0,221000000.0,Pledge,Equity Shares,53047220,Pledge Creation
INFIBEAM,Infibeam Avenues Limited,Infinium Motors (Gujarat) Private Limited,Promoter Group,0.73,4825655.0,213293951.0,Pledge,Equity Shares,4834655,Pledge Creation
INFIBEAM,Infibeam Avenues Limited,O3 Developers Private Limited (Formerly known as Infinium Natural Resources Investments Private Limited),Promoter Group,1.06,4261061.0,188338896.2,Pledge,Equity Shares,7040024,Pledge Creation
INFIBEAM,Infibeam Avenues Limited,Infinium Motors Private Limited,Promoter Group,8.0,10000000.0,442000000.0,Pledge Revoke,Equity Shares,53047220,Revokation of Pledge
INFIBEAM,Infibeam Avenues Limited,Infinium Communication Private Limited,Promoter Group,1.36,5000000.0,221000000.0,Pledge Revoke,Equity Shares,9007880,Revokation of Pledge
INFIBEAM,Infibeam Avenues Limited,Infinity Drive Private Limited,Promoter Group,1.21,4000000.0,177063188.0,Sell,Equity Shares,4007440,Market Sale
INFIBEAM,Infibeam Avenues Limited,Infinium Communication Private Limited,Promoter Group,1.58,1500000.0,68179464.0,Sell,Equity Shares,9007880,Market Sale
INFIBEAM,Infibeam Avenues Limited,Infinium Auto Mall Private Limited,Promoter Group,2.19,3000000.0,133082842.91,Sell,Equity Shares,11555900,Market Sale
INFIBEAM,Infibeam Avenues Limited,O3 Developers Private Limited (Formerly known as Infinium Natural Resources Investments Pvt Ltd),Promoter Group,1.06,1505000.0,76259747.0,Sell,Equity Shares,5535024,Market Sale
INFIBEAM,Infibeam Avenues Limited,Malav Mehta,Promoters,2.57,4090690.0,168127359.0,Pledge Revoke,Equity Shares,17024200,Revokation of Pledge
INFIBEAM,Infibeam Avenues Limited,Tripwheels and Drive Private Limited (Formerly known as Infinium Auto Mall Pvt Ltd),Promoter Group,1.33,2545560.0,119139291.0,Sell,Equity Shares,6310340,Market Sale
INFIBEAM,Infibeam Avenues Limited,Infinium Auto Mall Private Limited,Promoter Group,1.74,1000000.0,44200000.0,Pledge Revoke,Equity Shares,11555900,Revokation of Pledge
INFIBEAM,Infibeam Avenues Limited,Priya Pawar,Employees/Designated Employees,0.0,32960.0,32960.0,Buy,Equity Shares,32960,ESOP
INFIBEAM,Infibeam Avenues Limited,Aniruddha Rege,Employees/Designated Employees,0.0,49440.0,49440.0,Buy,Equity Shares,49440,ESOP
INFIBEAM,Infibeam Avenues Limited,Tripwheels and Drive Private Limited (Formerly known as Infinium Auto Mall Pvt Ltd),Promoter Group,0.35,754440.0,41353638.0,Sell,Equity Shares,1555900,Market Sale
INFIBEAM,Infibeam Avenues Limited,Tripwheels and Drive Private Limited,Promoter Group,0.72,2500000.0,136985257.0,Sell,Equity Shares,2310340,Market Sale
INFIBEAM,Infibeam Avenues Limited,Malav A. Mehta,Promoters,2.03,3000000.0,164385764.0,Sell,Equity Shares,10524200,Market Sale
INFIBEAM,Infibeam Avenues Limited,Shweta Kakade,Employees/Designated Employees,0.0,23070.0,23070.0,Buy,Equity Shares,23070,ESOP
INFIBEAM,Infibeam Avenues Limited,Hiren Padhya,Key Managerial Personnel,0.01,8750.0,8750.0,Buy,Equity Shares,102750,ESOP
INFIBEAM,Infibeam Avenues Limited,Rohit Doke,Employees/Designated Employees,0.0,49440.0,49440.0,Buy,Equity Shares,49440,ESOP
INFIBEAM,Infibeam Avenues Limited,Baijul Mehta,Employees/Designated Employees,0.0,31840.0,31840.0,Buy,Equity Shares,31840,ESOP
INFIBEAM,Infibeam Avenues Limited,Anshu Tripathi,Employees/Designated Employees,0.0,23070.0,23070.0,Buy,Equity Shares,23070,ESOP
INFIBEAM,Infibeam Avenues Limited,Anupama Salvi,Employees/Designated Employees,0.0,50000.0,50000.0,Buy,Equity Shares,50000,ESOP
INFIBEAM,Infibeam Avenues Limited,Smita Shetkar,Employees/Designated Employees,0.0,63000.0,63000.0,Buy,Equity Shares,63000,ESOP
INFIBEAM,Infibeam Avenues Limited,Ganesh Poojary,Employees/Designated Employees,0.0,65920.0,65920.0,Buy,Equity Shares,66920,ESOP
INFIBEAM,Infibeam Avenues Limited,Nitin Patil,Employees/Designated Employees,0.0,49440.0,49440.0,Buy,Equity Shares,49440,ESOP
INFIBEAM,Infibeam Avenues Limited,Manu Vikram Singh,Employees/Designated Employees,0.0,23070.0,23070.0,Buy,Equity Shares,23070,ESOP
INFIBEAM,Infibeam Avenues Limited,Mohan Nair,Employees/Designated Employees,0.0,32960.0,32960.0,Buy,Equity Shares,32960,ESOP
INFIBEAM,Infibeam Avenues Limited,Vivek Nayak,Employees/Designated Employees,0.0,110000.0,110000.0,Buy,Equity Shares,110000,ESOP
INFIBEAM,Infibeam Avenues Limited,Sunil Bhagat,Employees/Designated Employees,0.01,17500.0,17500.0,Buy,Equity Shares,77500,ESOP
INFIBEAM,Infibeam Avenues Limited,Shyamal B. Trivedi,Key Managerial Personnel,0.0,17500.0,17500.0,Buy,Equity Shares,67840,ESOP
INFIBEAM,Infibeam Avenues Limited,Hemangi Chaudhari,Employees/Designated Employees,0.0,45800.0,45800.0,Buy,Equity Shares,45800,ESOP
INFIBEAM,Infibeam Avenues Limited,Manish Singh,Employees/Designated Employees,0.0,32960.0,32960.0,Buy,Equity Shares,32960,ESOP
INFIBEAM,Infibeam Avenues Limited,Tripwheels and Drive Private Limited (Formerly known as Infinium Auto Mall Private Limited),Promoter Group,0.95,1500000.0,70341190.0,Sell,Equity Shares,4810340,Market Sale
INFIBEAM,Infibeam Avenues Limited,Laxmikant Poojary,Employees/Designated Employees,0.0,49440.0,49440.0,Buy,Equity Shares,49740,ESOP
INFOBEAN,InfoBeans Techno. Ltd.,AVINASH SETHI,Director,24.53,110000.0,7478900,Buy,Equity Shares,220000,Market Purchase
INFOBEAN,InfoBeans Techno. Ltd.,AVINASH SETHI,Director,24.53,110000.0,7478900,Buy,Equity Shares,6000150,Market Purchase
INFOBEAN,InfoBeans Techno. Ltd.,SIDDHARTH SETHI,Director,24.53,110000.0,7496280,Buy,Equity Shares,6001200,Market Purchase
INFOBEAN,InfoBeans Techno. Ltd.,SHASHIKALA BOHRA,Promoter Group,3.64,110000.0,7476315,Buy,Equity Shares,985350,Market Purchase
INFRATEL,Bharti Infratel Limited,Akhil Gupta,Director,0.06,225000.0,57732750.0,Sell,Equity Shares,902217,Market Sale
INFRATEL,Bharti Infratel Limited,D S Rawat,Key Managerial Personnel,0.01,20380.0,1933946.97,Buy,Equity Shares,124747,ESOP
INFRATEL,Bharti Infratel Limited,Ravinder Bansal,Employees/Designated Employees,0.0,10943.0,1036755.0,Buy,Equity Shares,15012,ESOP
INFRATEL,Bharti Infratel Limited,Akhil Gupta,Director,0.08,200000.0,49616000.0,Sell,Equity Shares,1346236,Market Sale
INFRATEL,Bharti Infratel Limited,Akhil Gupta,Director,0.07,169019.0,41928543.33,Sell,Equity Shares,1177217,Market Sale
INFRATEL,Bharti Infratel Limited,Akhil Gupta,Director,0.08,5981.0,1495250.0,Sell,Equity Shares,1546236,Market Sale
INFRATEL,Bharti Infratel Limited,S Balasubramanian,Key Managerial Personnel,0.0,5628.0,1248853.0,Sell,Equity Shares,Nil,Market Sale
INFRATEL,Bharti Infratel Limited,D S Rawat,Director,0.01,16000.0,4428809.0,Sell,Equity Shares,108747,Market Sale
INFRATEL,Bharti Infratel Limited,Akhil Gupta,Director,0.06,50000.0,12781500.0,Sell,Equity Shares,1127217,Market Sale
INFRATEL,Bharti Infratel Limited,Dipak Roy,Employees/Designated Employees,0.0,8140.0,1872200.0,Sell,Equity Shares,Nil,Market Sale
INFRATEL,Bharti Infratel Limited,Akhil Gupta,Director,0.05,108410.0,27091659.0,Sell,Equity Shares,793807,Market Sale
INFRATEL,Bharti Infratel Limited,Akhil Gupta,Director,0.04,40000.0,10020000.0,Sell,Equity Shares,740592,Market Sale
INFRATEL,Bharti Infratel Limited,Akhil Gupta,Director,0.04,28375.0,7064524.0,Sell,Equity Shares,712217,Market Sale
INFRATEL,Bharti Infratel Limited,Bharti Infratel Employees' Welfare Trust,Other,0.04,35330.0,6864831.0,Sell,Equity Shares,737977,Market Sale
INFRATEL,Bharti Infratel Limited,Bharti Infratel Employees' Welfare Trust,Other,0.03,237000.0,46133780.0,Buy,Equity Shares,773307,Market Purchase
INFRATEL,Bharti Infratel Limited,D S Rawat,Key Managerial Personnel,0.01,9592.0,814730.0,Buy,Equity Shares,118339,ESOP
INFRATEL,Bharti Infratel Limited,Devendra Khanna,Other,0.0,18942.0,3257010.0,Buy,Equity Shares,90284,ESOP
INFRATEL,Bharti Infratel Limited,Bharti Infratel Employees' Welfare Trust,Other,0.04,497532.0,103415310.0,Sell,Equity Shares,158504,Market Sale
INFRATEL,Bharti Infratel Limited,Akhil Gupta,Director,0.04,13215.0,3290535.0,Sell,Equity Shares,780592,Market Sale
INFY,Infosys Limited,Shankar Krishnamurthy,Employees/Designated Employees,0.0,6024.0,4251889,Buy,Equity Shares,27574,ESOP
INFY,Infosys Limited,Atul Soneja,Employees/Designated Employees,0.0,2550.0,1769522,Buy,Equity Shares,17074,ESOP
INFY,Infosys Limited,Dinesh Bajaj,Employees/Designated Employees,0.0,1830.0,1301901,Sell,ADR/GDR/FCCB,18460,ESOP
INFY,Infosys Limited,Dinesh Bajaj,Employees/Designated Employees,0.0,6800.0,4804560,Buy,ADR/GDR/FCCB,20290,ESOP
INFY,Infosys Limited,Jasmeet Singh,Employees/Designated Employees,0.0,3924.0,2772513,Buy,ADR/GDR/FCCB,9240,ESOP
INFY,Infosys Limited,Jasmeet Singh,Employees/Designated Employees,0.0,1475.0,1049346,Sell,ADR/GDR/FCCB,7765,ESOP
INFY,Infosys Limited,Andrew Groth,Employees/Designated Employees,0.0,22.0,15651,Sell,ADR/GDR/FCCB,12679,ESOP
INFY,Infosys Limited,Karmesh Gul Vaswani,Employees/Designated Employees,0.0,7250.0,5157803,Sell,ADR/GDR/FCCB,3475,ESOP
INFY,Infosys Limited,Ajay Vij,Employees/Designated Employees,0.0,4624.0,3267101,Buy,ADR/GDR/FCCB,4624,ESOP
INFY,Infosys Limited,Infosys Employee Benefits Trust,Other,0.44,15170.0,10770700,Sell,Equity Shares,18787590,Off Market
INFY,Infosys Limited,Andrew Groth,Employees/Designated Employees,0.0,4050.0,2861540,Buy,ADR/GDR/FCCB,12701,ESOP
INFY,Infosys Limited,Ajay Vij,Employees/Designated Employees,0.0,2415.0,1301901,Sell,ADR/GDR/FCCB,2209,ESOP
INFY,Infosys Limited,Infosys Employee Benefits Trust,Other,0.44,100.0,73200,Sell,Equity Shares,18782897,Off Market
INFY,Infosys Limited,Karmesh Gul Vaswani,Employees/Designated Employees,0.0,7250.0,5122509,Buy,ADR/GDR/FCCB,10725,ESOP
INFY,Infosys Limited,Infosys Employee Benefits Trust,Other,0.44,4593.0,3261030,Sell,Equity Shares,18782997,Market Sale
INFY,Infosys Limited,Richard Lobo,Employees/Designated Employees,0.0,2824.0,1962680,Buy,Equity Shares,27184,ESOP
INFY,Infosys Limited,Binod Rangadore Hampapur,Employees/Designated Employees,0.0,4950.0,3440250,Buy,Equity Shares,2430622,ESOP
INFY,Infosys Limited,Umashankar Lakshmipathy,Employees/Designated Employees,0.0,2450.0,1791924,Buy,ADR/GDR/FCCB,6338,ESOP
INFY,Infosys Limited,Sunil Kumar Dhareshwar,Employees/Designated Employees,0.0,5274.0,3659787,Buy,Equity Shares,16704,ESOP
INFY,Infosys Limited,Nandini S.,Employees/Designated Employees,0.0,3148.0,2184492,Buy,Equity Shares,9724,ESOP
INFY,Infosys Limited,Vishal Salvi,Employees/Designated Employees,0.0,2150.0,1491949,Buy,Equity Shares,9274,ESOP
INFY,Infosys Limited,Jayesh Sanghrajka,Employees/Designated Employees,0.0,4374.0,3035249,Buy,Equity Shares,13582,ESOP
INFY,Infosys Limited,Deepak Bhalla,Employees/Designated Employees,0.0,1850.0,1283770,Buy,Equity Shares,11774,ESOP
INFY,Infosys Limited,Arun Kumar H. R.,Employees/Designated Employees,0.0,1650.0,1164611,Buy,Equity Shares,62198,ESOP
INFY,Infosys Limited,Anup Kapoor,Employees/Designated Employees,0.0,1500.0,1069350,Buy,Equity Shares,6596,ESOP
INFY,Infosys Limited,Deepak Padaki,Employees/Designated Employees,0.0,3124.0,2227099,Buy,Equity Shares,193124,ESOP
INFY,Infosys Limited,Narsimha Rao Mannepalli,Employees/Designated Employees,0.0,4600.0,3279340,Buy,Equity Shares,29574,ESOP
INFY,Infosys Limited,Koushik R. N.,Employees/Designated Employees,0.0,2650.0,1889185,Buy,Equity Shares,103866,ESOP
INFY,Infosys Limited,Shaji Mathew,Employees/Designated Employees,0.01,1674.0,1193394,Buy,Equity Shares,406274,ESOP
