"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"APTECHT","Aptech Limited","7(2)","Jatin Koticha","Immediate relative","Equity Shares","49000","0.12",,"14000","1405740","Sell","Equity Shares","35000","0.01","04-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","08-Jun-2020 13:22","https://archives.nseindia.com/corporate/xbrl/IT_1073157_264080_08062020012206_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","CHAITANYA VAIDYA","Immediate relative","Equity Shares","13600","0.05",,"6400","3530880","Buy","Equity Shares","20000","0.07","05-Jun-2020","05-Jun-2020","06-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","08-Jun-2020 10:18","https://archives.nseindia.com/corporate/xbrl/IT_1073155_264060_08062020101833_WEB.xml"
"NESCO","Nesco Limited","7(2)","CHANDLER & PRICE (I) PVT. LTD.","Promoter Group","Equity Shares","19509927","27.69",,"26000","11986021","Buy","Equity Shares","19535927","27.73","03-Jun-2020","04-Jun-2020","05-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jun-2020 23:47","https://archives.nseindia.com/corporate/xbrl/IT_1073153_264030_06062020114710_WEB.xml"
"LEMONTREE","Lemon Tree Hotels Limited","7(2)","Davander Tomar","Employees/Designated Employees","Equity Shares","110316","0.01",,"300000","5682249","Buy","Equity Shares","410316","0.05","01-Jun-2020","01-Jun-2020","04-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jun-2020 21:48","https://archives.nseindia.com/corporate/xbrl/IT_1073151_264024_06062020094813_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","4675100","0.67",,"1090000","39609243","Buy","Equity Shares","5765100","0.83","03-Jun-2020","03-Jun-2020","05-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1073150_264015_06062020090723_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","5765100","0.83",,"900000","34272000","Buy","Equity Shares","6665100","0.96","05-Jun-2020","05-Jun-2020","05-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1073150_264015_06062020090723_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","56780","0.18",,"5224","5751123","Sell","Equity Shares","51556","0.16","05-Jun-2020","05-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 19:09","https://archives.nseindia.com/corporate/xbrl/IT_1073147_263994_06062020070903_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","56908","0.18",,"128","141370","Sell","Equity Shares","56780","0.18","04-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 19:09","https://archives.nseindia.com/corporate/xbrl/IT_1073147_263994_06062020070903_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","58211","0.18",,"1303","1435820","Sell","Equity Shares","56908","0.18","03-Jun-2020","03-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 19:09","https://archives.nseindia.com/corporate/xbrl/IT_1073147_263994_06062020070903_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","58566","0.18",,"355","390296","Sell","Equity Shares","58211","0.18","03-Jun-2020","03-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","BSE","-","06-Jun-2020 19:09","https://archives.nseindia.com/corporate/xbrl/IT_1073147_263994_06062020070903_WEB.xml"
"VISAKAIND","Visaka Industries Limited","7(2)","Dr. G Vivekanand","Promoters","Equity Shares","5999866","37.78",,"28264","5759829","Buy","Equity Shares","6028130","37.96","03-Jun-2020","04-Jun-2020","04-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jun-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1073145_263988_06062020053220_WEB.xml"
"VISAKAIND","Visaka Industries Limited","7(2)","Dr. G Vivekanand","Promoters","Equity Shares","5996930","37.76",,"2936","596069","Buy","Equity Shares","5999866","37.78","03-Jun-2020","04-Jun-2020","04-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","06-Jun-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1073145_263988_06062020053220_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","VEENA KUMARI TANDON","Immediate relative","Equity Shares","125156","0.02",,"1500","1688000","Sell","Equity Shares","123656","0.15","02-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:43","https://archives.nseindia.com/corporate/xbrl/IT_1073142_263969_06062020044340_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Swaminathan Sathyamurthy","Employees/Designated Employees","Equity Shares","9004","0",,"7000","7203000","Sell","Equity Shares","2004","0","05-Jun-2020","05-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Vijay Krishna Mulbagal","Employees/Designated Employees","Equity Shares","46250","0",,"2506","2598346","Sell","Equity Shares","43744","0","03-Jun-2020","05-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Sangeetha Sankar","Employees/Designated Employees","Equity Shares","7600","0",,"1000","1005717","Sell","Equity Shares","6600","0","02-Jun-2020","03-Jun-2020","04-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ramnath V Raikar","Employees/Designated Employees","Equity Shares","209068","0",,"2000","2049767","Buy","Equity Shares","211068","0","04-Jun-2020","04-Jun-2020","05-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ashima Khanna Bhat","Employees/Designated Employees","Equity Shares","1288000","0.02",,"5000","5140000","Sell","Equity Shares","1283000","0.02","04-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ashish Punnose Abraham","Employees/Designated Employees","Equity Shares","16000","0",,"5000","5060593","Sell","Equity Shares","11000","0","04-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Anil L Bhavnani","Employees/Designated Employees","Equity Shares","331130","0.01",,"4200","4341780","Sell","Equity Shares","326930","0.01","04-Jun-2020","05-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Akhilesh Dharmadhikari","Employees/Designated Employees","Equity Shares","61130","0",,"5000","5076279","Sell","Equity Shares","56130","0","01-Jun-2020","03-Jun-2020","04-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Gaurav Khandelwal","Employees/Designated Employees","Equity Shares","123000","0",,"2000","2078400","Sell","Equity Shares","121000","0","03-Jun-2020","03-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Laxmi Nandikesan","Employees/Designated Employees","Equity Shares","34600","0",,"1500","1548000","Sell","Equity Shares","33100","0","03-Jun-2020","03-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Rajeev Sengupta","Employees/Designated Employees","Equity Shares","80916","0",,"9500","9695985","Sell","Equity Shares","71416","0","03-Jun-2020","03-Jun-2020","04-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Anand Mankodi","Employees/Designated Employees","Equity Shares","208000","0",,"3000","3056500","Sell","Equity Shares","205000","0","02-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ashish Agarwal","Employees/Designated Employees","Equity Shares","73300","0",,"5000","5157960","Sell","Equity Shares","68300","0","03-Jun-2020","03-Jun-2020","04-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Augustine Quadros","Employees/Designated Employees","Equity Shares","29590","0",,"20000","20204500","Sell","Equity Shares","9590","0","04-Jun-2020","05-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Anand Ashok Mathur","Employees/Designated Employees","Equity Shares","2962","0",,"900","932500","Sell","Equity Shares","2062","0","03-Jun-2020","03-Jun-2020","04-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Munish Mittal","Employees/Designated Employees","Equity Shares","84700","0",,"14400","14806801","Sell","Equity Shares","70300","0","03-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ramnath V Raikar","Employees/Designated Employees","Equity Shares","226068","0",,"17000","15425035","Sell","Equity Shares","209068","0","03-Jun-2020","03-Jun-2020","04-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ritesh Sampat","Employees/Designated Employees","Equity Shares","30000","0",,"2000","2068800","Sell","Equity Shares","28000","0","03-Jun-2020","03-Jun-2020","04-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Jun-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1073140_263938_06062020041303_WEB.xml"
